date,pre_post,AT,ET,SpeciesID,BW.g,Temp.c,Salinity,sw_dens,skel_dens,dry_weight.g
4/2/2023,post,LOW,LOW,PA9LL,14.2832,29.4,36.4,1.0229807409661895,2.93,21.94512499113572
4/2/2023,post,LOW,LOW,PA5LL,8.2042,29.4,36.4,1.0229807409661895,2.93,12.60517212195276
4/2/2023,post,LOW,LOW,PA1LL,8.7496,30,36.3,1.0227011448321666,2.93,13.441169919720904
4/2/2023,post,LOW,LOW,PA8LL,16.5851,30,36.3,1.0227011448321666,2.93,25.47809582558782
4/2/2023,post,LOW,LOW,PA3LL,18.703,30,36.3,1.0227011448321666,2.93,28.731622132273483
4/2/2023,post,LOW,LOW,PA12LL,13.1639,29.9,36.3,1.0227354078353696,2.93,20.2227982202643
4/2/2023,post,LOW,LOW,PA13LL,8.2904,29.9,36.3,1.0227354078353696,2.93,12.735973865289097
4/2/2023,post,LOW,LOW,PA10LL,14.914,29.8,36.3,1.0227695989204155,2.93,22.911767752477523
4/2/2023,post,LOW,LOW,PA11LL,10.9066,29.7,36.3,1.022803717978698,2.93,16.75566290750721
4/2/2023,post,LOW,LOW,PA2LL,18.0179,29.7,36.3,1.022803717978698,2.93,27.680657464395342
4/2/2023,post,LOW,LOW,PA2LL_2,17.9058,29.6,36.3,1.02283776490173,2.93,27.50893082637865
4/2/2023,post,LOW,HIGH,PA8LH,14.13,29.6,36.3,1.02283776490173,2.93,21.708116508434717
4/2/2023,post,LOW,HIGH,PA11LH,7.6664,29.6,36.3,1.02283776490173,2.93,11.77799748055654
4/2/2023,post,LOW,HIGH,PA12LH,13.17,29.5,36.3,1.022871739581135,2.93,20.233615536442656
4/2/2023,post,LOW,HIGH,PA1LH,13.8701,29.5,36.3,1.022871739581135,2.93,21.309208113288786
4/2/2023,post,LOW,HIGH,PA1LH,13.7556,30.1,36.3,1.0226668100195409,2.93,21.1310264046802
4/2/2023,post,LOW,HIGH,PA7LH,10.187,30.1,36.3,1.0226668100195409,2.93,15.649027740300472
4/2/2023,post,LOW,HIGH,PA6LH,13.7415,30.1,36.3,1.0226668100195409,2.93,21.109366319165503
4/2/2023,post,LOW,HIGH,PA3LH,18.3398,30,36.3,1.0227011448321666,2.93,28.173672864324935
4/2/2023,post,LOW,HIGH,PA2LH,16.8689,29.9,36.3,1.0227354078353696,2.93,25.914536033988135
4/2/2023,post,LOW,HIGH,PA3LH_2,18.2702,29.9,36.3,1.0227354078353696,2.93,28.067257275113967
4/2/2023,post,LOW,LOW,PA4LL,9.0066,30,36.3,1.0227011448321666,2.93,13.835974330136041
4/2/2023,post,LOW,LOW,PA6LL,13.4061,30,36.3,1.0227011448321666,2.93,20.59450352710643
4/2/2023,post,LOW,LOW,PA7LL,8.0277,30,36.3,1.0227011448321666,2.93,12.332184301515898
4/2/2023,post,HIGH,LOW,PA2HL,14.3198,30,36.3,1.0227011448321666,2.93,21.99813305938779
4/2/2023,post,HIGH,LOW,PA9HL,17.1088,29.9,36.3,1.0227354078353696,2.93,26.283077977716164
4/2/2023,post,HIGH,LOW,PA1HL,17.5758,29.9,36.3,1.0227354078353696,2.93,27.000498101605245
4/2/2023,post,HIGH,LOW,PA11HL,11.2173,29.9,36.3,1.0227354078353696,2.93,17.232369926554494
4/2/2023,post,HIGH,HIGH,PA9HH,20.4826,29.8,36.3,1.0227695989204155,2.93,31.46658000314444
4/2/2023,post,HIGH,HIGH,PA2HH,10.1276,29.7,36.3,1.022803717978698,2.93,15.558895683537497
4/2/2023,post,HIGH,HIGH,PA13HH,11.7718,29.7,36.3,1.022803717978698,2.93,18.084858032255095
4/2/2023,post,LOW,HIGH,PA9LH,16.8337,29.7,36.3,1.022803717978698,2.93,25.861386929575136
4/2/2023,post,LOW,HIGH,PA10LH,11.7773,29.6,36.3,1.02283776490173,2.93,18.093630612511546
4/2/2023,post,LOW,HIGH,PA13LH,6.0907,29.6,36.3,1.02283776490173,2.93,9.357227545500589
4/2/2023,post,LOW,HIGH,PA5LH,5.9097,29.6,36.3,1.02283776490173,2.93,9.079154715491622
4/2/2023,post,LOW,HIGH,PA10LH_2,11.8848,29.6,36.3,1.02283776490173,2.93,18.25878436514118
4/3/2023,post,LOW,HIGH,ME5LH,5.6579,29.5,36.2,1.022796656418337,2.93,8.692123498938368
4/3/2023,post,LOW,HIGH,ME10LH,7.1945,29.5,36.3,1.022871739581135,2.93,11.05320781905366
4/3/2023,post,LOW,HIGH,ME12LH,4.2391,29.5,36.3,1.022871739581135,2.93,6.512704602925897
4/3/2023,post,LOW,HIGH,ME11LH,6.954,29.5,36.3,1.022871739581135,2.93,10.683717725164938
4/3/2023,post,LOW,HIGH,ME3LH,5.3827,29.4,36.3,1.022905641908641,2.93,8.2698115764885909
4/3/2023,post,LOW,HIGH,ME13LH,13.0799,29.4,36.3,1.022905641908641,2.93,20.095548412379127
4/3/2023,post,LOW,HIGH,ME6LH,4.0587,29.3,36.3,1.0229394717760714,2.93,6.23577008909894
4/3/2023,post,LOW,HIGH,ME1LH,1.8211,29.3,36.3,1.0229394717760714,2.93,2.797930595820849
4/3/2023,post,LOW,HIGH,ME4LH,3.3946,29.2,36.3,1.0229732290753373,2.93,5.215541885223447
4/3/2023,post,LOW,LOW,ME9LL,7.2966,29.2,36.3,1.0229732290753373,2.93,11.21066485586561
4/3/2023,post,LOW,LOW,ME12LL,3.2491,29.2,36.3,1.0229732290753373,2.93,4.991992322889148
4/3/2023,post,LOW,LOW,ME1LL,1.975,29.1,36.3,1.0230069136984294,2.93,3.0344892394040315
4/3/2023,post,LOW,LOW,ME3LL,5.6939,29.7,36.3,1.022803717978698,2.93,8.747461998152984
4/3/2023,post,LOW,LOW,ME2LL,8.2727,29.7,36.2,1.0227286575072376,2.93,12.70873758755277
4/3/2023,post,LOW,LOW,ME10LL,3.1192,29.6,36.2,1.0227626931011913,2.93,4.791881936737355
4/3/2023,post,LOW,LOW,ME13LL,8.990833333,29.5,36.3,1.022871739581135,2.93,13.812988991052036
4/3/2023,post,LOW,LOW,ME4LL,5.4239,29.4,36.3,1.022905641908641,2.93,8.333109965206395
4/3/2023,post,LOW,LOW,ME8LL,6.7284,29.4,36.3,1.022905641908641,2.93,10.337302879827194
4/3/2023,post,LOW,HIGH,ME2LH,3.1402,29.4,36.3,1.022905641908641,2.93,4.824504860476986
4/3/2023,post,LOW,HIGH,ME7LH,4.0055,29.3,36.3,1.0229394717760714,2.93,6.154033826566586
4/3/2023,post,LOW,LOW,ME11LL,4.3303,29.7,36.2,1.0227286575072376,2.93,6.6523198442322045
4/3/2023,post,LOW,HIGH,ME8LH,4.1612,29.7,36.2,1.0227286575072376,2.93,6.3925440121513635
4/3/2023,post,LOW,HIGH,ME9LH,7.4805,29.6,36.3,1.02283776490173,2.93,11.492396712055617
4/3/2023,post,LOW,LOW,ME6LL,5.1701,29.4,36.2,1.0228305473502899,2.93,7.942866838053486
4/3/2023,post,LOW,LOW,ME7LL,4.4336,29.4,36.2,1.0228305473502899,2.93,6.811375875359071
4/3/2023,post,LOW,LOW,ME5LL,2.5177,29.3,36.3,1.0229394717760714,2.93,3.8681839883027576
4/6/2023,post,LOW,HIGH,PR10LH,14.9949,29.3,36.3,1.0229394717760714,2.93,23.03810306478175
4/6/2023,post,LOW,HIGH,PR4LH,12.2491,29.2,36.3,1.0229732290753373,2.93,18.81980030233033
4/6/2023,post,LOW,HIGH,PR11LH,15.2105,29.2,36.3,1.0229732290753373,2.93,23.369763696810004
4/6/2023,post,LOW,HIGH,PR1LH,14.6415,29.1,36.3,1.0230069136984294,2.93,22.495936303156522
4/6/2023,post,LOW,HIGH,PR7LH,9.9087,30.2,36.2,1.0225573991864318,2.93,15.22063677702122
4/6/2023,post,LOW,HIGH,PR6LH,8.6923,30.2,36.2,1.0225573991864318,2.93,13.35213913600185
4/6/2023,post,LOW,HIGH,PR12LH,9.2045,30.1,36.2,1.0225917945347935,2.93,14.139178453110597
4/6/2023,post,LOW,HIGH,PR8LH,8.5612,30.1,36.3,1.0226668100195409,2.93,13.151512348116267
4/6/2023,post,LOW,HIGH,PR7LH_2,9.879,30,36.2,1.0226261181499636,2.93,15.175561684804373
4/6/2023,post,LOW,HIGH,PR9LH,13.7142,29.9,36.2,1.0226603699229675,2.93,21.067357573007136
4/6/2023,post,LOW,LOW,PR1LL,15.0858,29.9,36.2,1.0226603699229675,2.93,23.17436984110419
4/6/2023,post,LOW,LOW,PR11LL,11.5018,29.8,36.3,1.0227695989204155,2.93,17.669744557827947
4/6/2023,post,LOW,LOW,PR6LL,7.3918,29.7,36.3,1.022803717978698,2.93,11.355922934710343
4/6/2023,post,LOW,LOW,PR2LL,10.9935,29.6,36.2,1.0227626931011913,2.93,16.888802921108653
4/6/2023,post,LOW,LOW,PR8LL,11.776,29.6,36.3,1.02283776490173,2.93,18.09163340434021
4/6/2023,post,LOW,LOW,PR10LL,12.4678,29.6,36.2,1.0227626931011913,2.93,19.15370146539305
4/6/2023,post,LOW,LOW,PR4LL,15.2758,29.6,36.3,1.02283776490173,2.93,23.468425064369924
4/6/2023,post,LOW,LOW,PR12LL,14.9862,29.4,36.3,1.022905641908641,2.93,23.024327985504176
4/6/2023,post,LOW,LOW,PR9LL,14.435,29.4,36.3,1.022905641908641,2.93,22.1774815811048
4/6/2023,post,LOW,LOW,PR13LL,8.6721,29.4,36.3,1.022905641908641,2.93,13.323542640768892
4/6/2023,post,HIGH,LOW,PR13HL,9.5271,29.3,36.3,1.0229394717760714,2.93,14.637397495714026
4/6/2023,post,HIGH,LOW,PR10HL,11.2233,29.3,36.3,1.0229394717760714,2.93,17.243432242093316
4/6/2023,post,HIGH,LOW,PR5HL,12.8494,29.2,36.3,1.0229732290753373,2.93,19.742115094559054
4/6/2023,post,HIGH,LOW,PR11HL,20.8326,29.2,36.3,1.0229732290753373,2.93,32.00768805694514
4/6/2023,post,HIGH,LOW,PR8HL,11.3723,29.8,36.3,1.0227695989204155,2.93,17.47079900841492
4/6/2023,post,HIGH,HIGH,PR2HH,12.9522,29.7,36.3,1.022803717978698,2.93,19.898290678177887
4/6/2023,post,HIGH,LOW,PR8HL,11.2961,29.6,36.3,1.02283776490173,2.93,17.354356326321966
4/6/2023,post,LOW,HIGH,PR5LH,5.6487,29.6,36.3,1.02283776490173,2.93,8.67817676724665
4/6/2023,post,LOW,HIGH,PR3LH,6.5552,29.6,36.3,1.02283776490173,2.93,10.070845388258403
4/6/2023,post,LOW,HIGH,PR2LH,8.4135,29.6,36.3,1.02283776490173,2.93,12.925777653483049
4/6/2023,post,LOW,HIGH,PR5LH_2,5.7553,29.6,36.3,1.02283776490173,2.93,8.84194783729613
4/6/2023,post,HIGH,HIGH,PR13HH,10.7485,29.5,36.3,1.022871739581135,2.93,16.51336496533439
4/6/2023,post,HIGH,HIGH,PR12HH,17.6833,29.5,36.3,1.022871739581135,2.93,27.167584936642097
4/6/2023,post,HIGH,LOW,PR2HL,16.0269,30.1,36.3,1.0226668100195409,2.93,24.620143584079873
4/6/2023,post,HIGH,LOW,PR3HL,15.8498,30.1,36.2,1.0225917945347935,2.93,24.347129191820564
4/6/2023,post,HIGH,LOW,PR6HL,20.0758,30.1,36.3,1.0226668100195409,2.93,30.839967714609234
4/6/2023,post,HIGH,LOW,PR4HL,14.1884,30.1,36.2,1.0225917945347935,2.93,21.79502629845341
4/6/2023,post,HIGH,LOW,PR9HL,20.1547,30.2,36.3,1.0226324035063599,2.93,30.960613522301127
4/6/2023,post,HIGH,LOW,PR12HL,17.5356,30.2,36.2,1.0225573991864318,2.93,26.936227584560367
4/6/2023,post,HIGH,HIGH,PR11HH,20.9048,30.2,36.2,1.0225573991864318,2.93,32.11161582208294
4/6/2023,post,HIGH,HIGH,PR8HH,14.3253,30.1,36.2,1.0225917945347935,2.93,22.005320559981016
4/6/2023,post,HIGH,HIGH,PR9HH,21.2836,30.1,36.2,1.0225917945347935,2.93,32.694075563542256
4/6/2023,post,HIGH,HIGH,PR4HH,17.1024,30,36.2,1.0226261181499636,2.93,26.27174067802392
4/6/2023,post,HIGH,HIGH,PR7HH,21.48,30,36.2,1.0226261181499636,2.93,32.99636248502864
4/6/2023,post,HIGH,HIGH,PR10HH,10.7543,30,36.3,1.0227011448321666,2.93,16.52079794135212
4/6/2023,post,HIGH,HIGH,PR6HH,13.6153,29.9,36.3,1.0227354078353696,2.93,20.916253132306117
4/6/2023,post,HIGH,HIGH,PR1HH,10.5021,29.8,36.2,1.0226945497449642,2.93,16.133311523796795
4/6/2023,post,HIGH,HIGH,PR5HH,11.6117,29.8,36.2,1.0226945497449642,2.93,17.837877512199583
4/6/2023,post,HIGH,HIGH,PR3HH,15.1166,29.7,36.3,1.022803717978698,2.93,23.22342929122032
4/17/2023,post,LOW,LOW,PR3LL,7.0761,28.4,36.2,1.0231654516968813,2.93,10.872979524337943
4/17/2023,post,LOW,LOW,PR5LL,6.7319,28.4,36.2,1.0231654516968813,2.93,10.344089379727617
4/17/2023,post,LOW,LOW,PR7LL,9.6235,28.4,36.2,1.0231654516968813,2.93,14.787258299411565
2/16/2023,pre,HIGH,HIGH,LK10HH,8.2937,31.224,36.5,1.0224257774257977,2.71,13.318482055097718
2/16/2023,pre,HIGH,LOW,LK10HL,12.4318,31.687,36.5,1.0222620888648946,2.71,19.96173563307666
2/16/2023,pre,HIGH,LOW,LK10HL_2,12.7285,31.219,36.5,1.0224275369036238,2.71,20.4401504257243
2/16/2023,pre,HIGH,HIGH,LK11HH,13.3484,31.303,36.5,1.0223979543257462,2.71,21.435245407958252
2/16/2023,pre,HIGH,LOW,LK11HL,6.9637,31.243,36.5,1.0224190898050047,2.71,11.18265019827668
2/16/2023,pre,HIGH,HIGH,LK12HH,10.1434,31.341,36.5,1.0223845554281155,2.71,16.288434719186476
2/16/2023,pre,HIGH,LOW,LK12HL,12.1018,31.223,36.5,1.022426129335444,2.71,19.43374365418753
2/16/2023,pre,HIGH,HIGH,LK13HH,22.8381,31.167,36.5,1.0224458250360011,2.71,36.675119482502154
2/16/2023,pre,HIGH,LOW,LK13HL,17.5389,31.136,36.5,1.0224567185120763,2.71,28.16545182657002
2/16/2023,pre,HIGH,HIGH,LK1HH,6.1372,31.481,36.5,1.0223351035561101,2.71,9.854925604629923
2/16/2023,pre,HIGH,HIGH,LK1HH_2,5.9887,31.618,36.5,1.0222865783223185,2.71,9.616192412493284
2/16/2023,pre,HIGH,LOW,LK1HL,5.095,31.36,36.5,1.0223778521736675,2.71,8.181600376472945
2/16/2023,pre,HIGH,HIGH,LK2HH,16.0914,31.618,36.5,1.0222865783223185,2.71,25.838328616627056
2/16/2023,pre,HIGH,LOW,LK2HL,16.0057,31.546,36.5,1.0223120970246684,2.71,25.70110677663251
2/16/2023,pre,HIGH,HIGH,LK3HH,9.4184,31.496,36.5,1.0223297969848035,2.71,15.123727345780587
2/16/2023,pre,HIGH,LOW,LK3HL,12.6108,31.473,36.5,1.022337933082425,2.71,20.25006585733085
2/16/2023,pre,HIGH,HIGH,LK4HH,14.7613,31.436,36.5,1.0223510138027865,2.71,23.70346163637926
2/16/2023,pre,HIGH,LOW,LK4HL,10.2247,31.432,36.5,1.0223524273594506,2.71,16.41867499423809
2/16/2023,pre,HIGH,HIGH,LK5HH,14.2687,31.453,36.5,1.0223450049345735,2.71,22.91237078257273
2/16/2023,pre,HIGH,LOW,LK5HL,9.0609,31.69,36.5,1.0222610233508371,2.71,14.54907384360559
2/16/2023,pre,HIGH,HIGH,LK6HH,7.1871,31.447,36.5,1.0223471259431056,2.71,11.540904708193795
2/16/2023,pre,HIGH,LOW,LK6HL,9.1229,31.4,36.5,1.0223637317703056,2.71,14.649518658386102
2/16/2023,pre,HIGH,LOW,LK6HL_3,9.158,31.294,36.5,1.0224011262619417,2.71,14.706207965775265
2/16/2023,pre,HIGH,HIGH,LK7HH,12.3986,31.414,36.5,1.0223587869749475,2.71,19.90956711691848
2/16/2023,pre,HIGH,LOW,LK7HL,8.4586,31.414,36.5,1.0223587869749475,2.71,13.582748408301475
2/16/2023,pre,HIGH,HIGH,LK8HH,11.7932,31.242,36.5,1.0224194418483963,2.71,18.93810155943318
2/16/2023,pre,HIGH,LOW,LK8HL,17.9457,31.5,36.5,1.0223283816327267,2.71,28.816534253890882
2/16/2023,pre,HIGH,HIGH,LK9HH,14.2485,31.306,36.5,1.0223968968871104,2.71,22.880637591134494
2/16/2023,pre,HIGH,LOW,LK9HL,9.1153,31.352,36.5,1.0223806749057427,2.71,14.637461560604203
4/17/2023,post,HIGH,LOW,LK10HL,13.6315,28.8,36.2,1.0230323667943,2.71,21.898087593892544
4/17/2023,post,HIGH,HIGH,LK11HH,14.8906,28.4,36.2,1.0231654516968813,2.71,23.922634285973018
4/17/2023,post,HIGH,HIGH,LK12HH,11.4168,28.5,36.2,1.0231322905611577,2.71,18.34140746596686
4/17/2023,post,HIGH,LOW,LK12HL,13.0067,28.9,36.2,1.0229989124448542,2.71,20.893974082187892
4/17/2023,post,HIGH,HIGH,LK13HH,24.5447,28.5,36.2,1.0231322905611577,2.71,39.43174478224343
4/17/2023,post,HIGH,LOW,LK13HL,18.5001,28.6,36.2,1.023099055960286,2.71,29.720340828038378
4/17/2023,post,HIGH,HIGH,LK1HH,7.038,28.4,36.2,1.0231654516968813,2.71,11.306965475177503
4/17/2023,post,HIGH,LOW,LK1HL,6.1049,28.9,36.2,1.0229989124448542,2.71,9.80691661792375
4/17/2023,post,HIGH,LOW,LK1HL_2,6.0647,28.8,36.2,1.0230323667943,2.71,9.742532504176364
4/17/2023,post,HIGH,HIGH,LK2HH,17.6282,28.4,36.2,1.0231654516968813,2.71,28.32075146199546
4/17/2023,post,HIGH,LOW,LK2HL,18.277,28.7,36.2,1.0230657480020606,2.71,29.361351778433452
4/17/2023,post,HIGH,HIGH,LK4HH,15.7341,28.5,36.2,1.0231322905611577,2.71,25.277270269275906
4/17/2023,post,HIGH,LOW,LK4HL,10.7401,28.9,36.2,1.0229989124448542,2.71,17.25290589004945
4/17/2023,post,HIGH,HIGH,LK5HH,15.5611,28.4,36.2,1.0231654516968813,2.71,24.999832403493127
4/17/2023,post,HIGH,LOW,LK5HL,9.9715,28.8,36.2,1.0230323667943,2.71,16.018543846421853
4/17/2023,post,HIGH,LOW,LK5HL_2,9.9502,28.8,36.2,1.0230323667943,2.71,15.984326829530836
4/17/2023,post,HIGH,HIGH,LK6HH,8.4783,28.4,36.2,1.0231654516968813,2.71,13.620893064535014
4/17/2023,post,HIGH,HIGH,LK7HH,14.0811,28.4,36.3,1.0232406620676358,2.71,22.62313309424236
4/17/2023,post,HIGH,HIGH,LK7HH_2,13.8973,28.3,36.2,1.0231985392596776,2.71,22.327276728507584
4/17/2023,post,HIGH,LOW,LK7HL,9.3678,28.6,36.2,1.023099055960286,2.71,15.049335344614242
4/17/2023,post,HIGH,LOW,LK7HL_2,9.4243,28.5,36.2,1.0231322905611577,2.71,15.140400671073461
4/17/2023,post,HIGH,HIGH,LK8HH,13.6113,28.4,36.2,1.0231654516968813,2.71,21.86736276957709
4/17/2023,post,HIGH,LOW,LK9HL,9.5737,28.5,36.2,1.0231322905611577,2.71,15.380415935895078
