FileID,Intercept,umol.L.sec,Temp.C
A3_HIGH_CH9_RUN2_DARK_O2.csv,192.41066007905147,-0.007282509881423019,29.924129032258065
A3_LOW_CH4_RUN2_DARK_O2.csv,170.07768441216376,-0.01680470907494612,29.901233009708736
A4_HIGH_CH3_RUN2_DARK_O2.csv,164.97057769973665,-0.006507678186607083,29.848223300970872
A4_LOW_CH2_RUN2_DARK_O2.csv,161.1145844360966,-0.009179975241184997,29.805029126213594
B3_LOW_CH5_RUN2_DARK_O2.csv,117.96751067323478,-0.007774343185550044,29.6511935483871
B4_HIGH_CH1_RUN2_DARK_O2.csv,172.77652764497745,-0.0031843934851308606,29.877098039215685
B4_LOW_CH7_RUN2_DARK_O2.csv,165.66711993146774,-0.0017074342134165074,29.37433009708738
BLANK_CH8_RUN2_DARK_O2.csv,184.10577822299658,-5.497996515679754e-4,29.996
A3_HIGH_CH9_RUN2_O2.csv,238.79204440333038,0.005843811285846371,29.86403448275862
A3_LOW_CH4_RUN2_O2.csv,181.64380619865568,0.005331473224091734,30.004883040935674
A4_HIGH_CH3_RUN2_O2.csv,199.7270916370778,0.0183445984739745,30.168808695652174
A4_LOW_CH2_RUN2_O2.csv,201.0783447303831,0.013308746446015918,30.33924561403509
B3_LOW_CH5_RUN2_O2.csv,179.7717922870904,0.009327924590888974,30.127105263157894
B4_HIGH_CH1_RUN2_O2.csv,207.89336674895668,0.01115442749662023,30.21532748538012
B4_LOW_CH7_RUN2_O2.csv,198.15882493672163,0.02721755897539741,29.487181818181817
BLANK_CH8_RUN2_O2.csv,187.9532366690962,-5.6356327918967114e-5,29.738766081871344
A5_HIGH_CH4_RUN3_DARK_O2.csv,163.3513807692308,-0.01345019699812387,29.83752727272727
A5_LOW_CH2_RUN3_DARK_O2.csv,170.39473234811166,-0.009088738368910766,29.676218181818182
A6_HIGH_CH3_RUN3_DARK_O2.csv,167.71358674669864,-0.010348079231692665,29.763018181818182
A6_LOW_CH7_RUN3_DARK_O2.csv,154.61181253023713,-0.012872871311078884,29.49669090909091
B5_HIGH_CH9_RUN3_DARK_O2.csv,187.3736025641025,-0.011228653846153796,29.65787272727273
B5_LOW_CH8_RUN3_DARK_O2.csv,158.87797011494243,-0.00675551724137926,29.734745454545454
B6_HIGH_CH5_RUN3_DARK_O2.csv,167.8894358543417,-0.008452829131652644,29.870509090909092
B6_LOW_CH6_RUN3_DARK_O2.csv,158.7869325236167,-0.01167793522267205,29.485563636363636
BLANK_CH1_RUN3_DARK_O2.csv,191.137502445842,-7.269068038879367e-4,29.86492727272727
A5_HIGH_CH4_RUN3_O2.csv,180.11793173042142,0.004540944112859464,29.795181818181817
A5_LOW_CH2_RUN3_O2.csv,171.16857505285412,0.01434122621564484,29.939506172839508
A6_HIGH_CH3_RUN3_O2.csv,185.48035316455704,0.005649224683544281,29.75069523809524
A6_LOW_CH7_RUN3_O2.csv,169.43515711693018,0.008628441794140556,29.506801801801803
B5_HIGH_CH9_RUN3_O2.csv,203.35084505956885,0.008595490729466871,29.8578125
B5_LOW_CH8_RUN3_O2.csv,170.62662855891963,0.008972653559031256,29.921181818181818
B6_HIGH_CH5_RUN3_O2.csv,176.00330599897353,0.006384117980714743,29.773685185185187
B6_LOW_CH6_RUN3_O2.csv,163.79034454358265,0.01764776722176066,29.616272727272726
BLANK_CH1_RUN3_O2.csv,159.7346202247193,-0.0028736261491317996,29.90518181818182
A7_HIGH_CH1_RUN4_DARK_O2.csv,170.0827817449293,-0.008679538760766943,29.86109375
A7_LOW_CH6_RUN4_DARK_O2.csv,164.95914826281393,-0.005097987616099098,29.61745
A8_HIGH_CH7_RUN4_DARK_O2.csv,160.74864912280697,-0.00812640350877183,29.809774193548385
A8_LOW_CH3_RUN4_DARK_O2.csv,165.09216638655457,-0.005844216086434554,29.8325625
B7_HIGH_CH9_RUN4_DARK_O2.csv,196.83258055152396,-0.006026511852926971,29.6330625
B7_LOW_CH4_RUN4_DARK_O2.csv,176.69729356636276,-0.0064248480243161215,29.8711875
B8_HIGH_CH5_RUN4_DARK_O2.csv,175.75429990939298,-0.009629220779220796,29.9575
B8_LOW_CH2_RUN4_DARK_O2.csv,155.7285856950068,-0.007690080971659943,29.878453125
BLANK_CH8_RUN4_DARK_O2.csv,188.03946747752508,-4.81284782553954e-4,29.737109375
A7_HIGH_CH1_RUN4_O2.csv,182.60122733347916,0.019878630531457307,29.987348837209304
A7_LOW_CH6_RUN4_O2.csv,173.07567697293806,0.011983428363080749,29.741308139534883
A8_HIGH_CH7_RUN4_O2.csv,178.24971670190266,0.014620295983086732,29.785
A8_LOW_CH3_RUN4_O2.csv,178.07073086449225,0.022544656232281954,30.00275
B7_HIGH_CH9_RUN4_O2.csv,221.37122185418562,0.007082266726672638,29.720552325581394
B7_LOW_CH4_RUN4_O2.csv,193.59308827947046,0.009399283817254038,29.965325581395348
B8_HIGH_CH5_RUN4_O2.csv,183.28818026776656,0.011867290910476646,30.023093023255814
B8_LOW_CH2_RUN4_O2.csv,171.15157216106527,0.024664358095793544,30.0316511627907
BLANK_CH8_RUN4_O2.csv,188.00407448072636,-8.149966498479329e-5,29.74103488372093
A10_HIGH_CH4_RUN5_DARK_O2.csv,175.13986770981506,-0.009189998905788348,29.882843137254902
A9_HIGH_CH6_RUN5_DARK_O2.csv,155.0908402159244,-0.009791761133603239,29.781960784313725
A9_LOW_CH1_RUN5_DARK_O2.csv,172.25434373347431,-0.009957739669109301,29.959809523809525
B10_LOW_CH3_RUN5_DARK_O2.csv,170.2938024291497,-0.005681295546558658,29.73294202898551
B3_HIGH_CH9_RUN5_DARK_O2.csv,198.80907220026347,-0.013659762845849802,29.97231746031746
B9_HIGH_CH7_RUN5_DARK_O2.csv,157.97260580595866,-0.004290343773873122,29.842269841269843
B9_LOW_CH5_RUN5_DARK_O2.csv,176.30107102040802,-0.00605134693877545,29.772984126984127
BLANK_CH2_RUN5_DARK_O2.csv,172.77797161224103,-0.0018914796207762648,29.847078431372548
A10_HIGH_CH4_RUN5_O2.csv,181.4308011676398,0.006588457047539595,30.012
A9_HIGH_CH6_RUN5_O2.csv,163.18608102059943,0.011232662305784548,29.918033333333334
A9_LOW_CH1_RUN5_O2.csv,179.96901051359896,0.009622633623926638,29.93518320610687
B10_LOW_CH3_RUN5_O2.csv,176.45183602165935,0.009956862625828913,29.9570790960452
B3_HIGH_CH9_RUN5_O2.csv,206.2481133472127,0.008744628834403835,30.005875706214688
B9_HIGH_CH7_RUN5_O2.csv,158.21450361742555,0.016144973968366887,30.16954802259887
B9_LOW_CH5_RUN5_O2.csv,177.62079052676464,0.0073438416368989375,29.91471186440678
BLANK_CH2_RUN5_O2.csv,170.75640697103594,-3.058263042799296e-4,29.903638418079098
A1_HIGH_CH8_RUN6_DARK_O2.csv,160.87370383275265,-0.011717839721254364,29.87458
A1_LOW_CH5_RUN6_DARK_O2.csv,166.6610303030303,-0.011971805006587634,29.879
A2_HIGH_CH4_RUN6_DARK_O2.csv,171.1161659919028,-0.01210348178137649,29.90764
A2_LOW_CH9_RUN6_DARK_O2.csv,180.49210632478636,-0.011358786324786369,29.74458
B1_HIGH_CH3_RUN6_DARK_O2.csv,173.07994564459932,-0.011513013937282275,29.72974
B1_LOW_CH2_RUN6_DARK_O2.csv,164.524578078078,-0.011519864864864806,29.83866
B2_HIGH_CH1_RUN6_DARK_O2.csv,169.37333214793745,-0.012962695590327209,29.94812
BLANK_CH6_RUN6_DARK_O2.csv,173.37232790697675,-3.2011275546157866e-4,29.90592
A1_HIGH_CH8_RUN6_O2.csv,173.82256515944337,0.007606788476731552,29.985425531914892
A1_LOW_CH5_RUN6_O2.csv,168.3368118005689,0.010572755046741648,30.06729255319149
A2_HIGH_CH4_RUN6_O2.csv,171.26938860954147,0.009493184369353765,29.98939361702128
A2_LOW_CH9_RUN6_O2.csv,194.09907505478017,0.010597072425325814,29.877675531914893
B1_HIGH_CH3_RUN6_O2.csv,184.24881963264073,0.01321833220415538,29.963041666666665
B1_LOW_CH2_RUN6_O2.csv,201.30852653755784,0.011613641520136104,30.014246913580248
B2_HIGH_CH1_RUN6_O2.csv,172.4768312063437,0.02638478177305275,30.142765027322405
BLANK_CH6_RUN6_O2.csv,174.05083154725207,-4.235548703065644e-4,29.89197340425532
